Date,Vendor,Plant Location,Category,Material Type,Defect Type,Defect,Total Defect Qty,Total Downtime Minutes
25/01/2018,Youspan,Henning,Mechanicals,Composites,No Impact,Bad Tiles,423315,1680
03/09/2019,Innotype,Barling,Mechanicals,Carton,Rejected,Bad Bond,26287,1534
24/04/2018,Talane,Charlevoix,Mechanicals,Raw Materials,No Impact,Foreign Material,101914,3120
12/03/2018,Meevee,Florence,Packaging,Raw Materials,No Impact,Out of Spec,415572,3702
07/01/2018,Realpoint,Charles City,Mechanicals,Carton,Impact,Bowed/Warped,268899,2583
25/10/2018,Twitternation,Twin Rocks,Mechanicals,Raw Materials,Impact,Out of Spec,459329,2960
22/01/2018,Youopia,Hingham,Mechanicals,Raw Materials,No Impact,Out of Spec,275776,706
05/10/2019,Kwideo,Cottonwood,Mechanicals,Raw Materials,No Impact,Not Certified,997405,3988
13/01/2018,Meeveo,Ripton,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,536853,668
31/08/2019,Yoveo,Barling,Packaging,Hardware,Rejected,Incorrect Material,878147,1008
04/08/2019,Meetz,De Ruyter,Mechanicals,Raw Materials,Impact,Foreign Material,763857,1678
25/08/2019,Oyoyo,Bruce Crossing,Packaging,Raw Materials,Impact,Integrity Failure,542297,2103
27/01/2018,Meetz,Clarksville,Packaging,Electrolytes,Rejected,Bad Fit,830724,3073
28/07/2019,Roodel,Barling,Packaging,Raw Materials,Rejected,Out of Spec,315605,4962
13/10/2019,Skyvu,New Britain,Mechanicals,Raw Materials,No Impact,Misc,866993,1375
18/11/2018,Yombu,Waldoboro,Electrical,Packaging,No Impact,String Defects,553223,2242
22/01/2018,Livepath,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Wrong Shade of Color,465136,3299
13/03/2019,Fanoodle,Riverside,Logistics,Raw Materials,Impact,Wrong Hue,87565,4563
04/01/2018,Rhynyx,Reading,Logistics,Corrugate,Impact,Bad Seams,380800,3607
11/04/2018,Babbleblab,Clay,Packaging,Corrugate,Impact,Bad Seams,293283,1579
04/04/2018,Vinte,Prescott,Materials & Components,Raw Materials,No Impact,Inclomplete,33838,14
04/06/2019,Rhyzio,Henning,Logistics,Controllers,No Impact,Foreign objects found,589114,649
24/05/2019,Cogibox,Clay,Materials & Components,Glass,No Impact,Packaging Damaged,89158,3843
27/11/2019,Livetube,Middletown,Mechanicals,Raw Materials,No Impact,Not Certified,833201,3912
13/01/2019,Skilith,Barling,Logistics,Corrugate,Impact,Bad Seams,648021,991
25/10/2019,Blogtags,Twin Rocks,Goods & Services,Raw Materials,No Impact,Not Certified,677502,982
04/12/2019,Babbleopia,Riverside,Logistics,Corrugate,Impact,Wrong Fasteners,371215,1319
04/03/2018,Oyoloo,Weaverville,Materials & Components,Glass,No Impact,Scratched Glass,334562,840
01/09/2018,Centimia,Cottonwood,Electrical,Packaging,Rejected,No Docs,568932,3686
15/12/2019,Kare,Frazer,Materials & Components,Electrolytes,Impact,Wrong Shade of Color,135427,1082
25/02/2018,Demivee,Charlevoix,Packaging,Corrugate,Impact,Delamination,340456,2946
28/02/2018,Dazzlesphere,Jordan Valley,Mechanicals,Controllers,Impact,Poor  Adhesion,413489,2651
16/03/2019,Devshare,Charlevoix,Mechanicals,Film,Rejected,Tension Issues,919363,4986
18/11/2018,Babbleopia,Twin Rocks,Mechanicals,Raw Materials,No Impact,Foreign Material,577002,1745
12/12/2018,Meedoo,Jordan Valley,Goods & Services,Corrugate,Impact,Bad Seams,39998,171
02/02/2018,Wordify,Hingham,Mechanicals,Raw Materials,No Impact,Inclomplete,474204,1288
21/05/2019,Midel,Bruce Crossing,Packaging,Electrolytes,No Impact,Bad Fit,474327,4047
18/01/2019,Devify,Bruce Crossing,Mechanicals,Labels,Impact,Splice,675788,176
15/01/2019,Jaxspan,Chatham,Mechanicals,Raw Materials,Rejected,Dirty Containers,718,3810
28/10/2018,Eabox,Bloomingdale,Packaging,Corrugate,Impact,Wrong Horizontal Scores,439535,4204
06/08/2018,Ailane,Climax,Logistics,Carton,No Impact,Bowed/Warped,943878,4757
15/01/2019,Bubbletube,Prescott,Packaging,Carton,Impact,Unsealed Cartons,621603,1687
09/08/2019,Snaptags,New Britain,Logistics,Corrugate,Impact,Misc,654457,4418
15/09/2018,Browsezoom,Charles City,Packaging,Pump,Impact,Bad Fill,432957,3518
23/02/2018,Yabox,De Ruyter,Mechanicals,Raw Materials,Rejected,Damaged in Transit,352251,2998
06/12/2018,Abatz,Riverside,Packaging,Corrugate,Impact,Skewed,384184,1872
07/07/2018,Jetpulse,June Lake,Packaging,Corrugate,No Impact,Print defects,1208,1334
09/04/2018,Babbleopia,Climax,Logistics,Batteries,Impact,Warped,351093,1894
27/07/2018,Skyvu,Charlevoix,Logistics,Corrugate,Impact,Bad Seams,906385,445
27/05/2019,Blogpad,Cottonwood,Mechanicals,Motors,No Impact,Other,781156,3280
09/10/2019,Devify,Waldoboro,Logistics,Corrugate,Impact,Gap Variation,493717,258
16/12/2019,Tambee,Clay,Materials & Components,Film,Rejected,Failed Tension Test,681423,2879
27/02/2019,Photobug,Clay,Materials & Components,Raw Materials,No Impact,Inclomplete,144574,431
11/11/2019,Feedbug,Riverside,Packaging,Labels,Impact,Wrong Ink,219657,1700
05/08/2019,Reallinks,Savannah,Mechanicals,Raw Materials,No Impact,Not Certified,479515,4669
06/01/2019,Katz,Bruce Crossing,Logistics,Batteries,Impact,Warped,263785,1738
05/06/2018,Rhyloo,Charlevoix,Packaging,Carton,No Impact,Unsealed Cartons,232189,2487
14/09/2018,Eire,Cottonwood,Materials & Components,Electrolytes,No Impact,Wrong Shade of Color,724794,883
12/05/2019,Skynoodle,Weaverville,Logistics,Corrugate,No Impact,Damaged Secondary Packaging,670373,4712
12/11/2019,Devify,Clay,Logistics,Corrugate,Impact,Wrong Fasteners,426104,4745
21/12/2018,Gabvine,Hingham,Logistics,Labels,Impact,Print Impression,946696,4026
02/06/2019,Camido,Middletown,Goods & Services,Corrugate,Rejected,Misc,545073,4203
10/10/2018,Feedspan,Henning,Materials & Components,Electrolytes,No Impact,Wrong Shade of Color,949598,2227
14/09/2019,Photobean,Ripton,Mechanicals,Corrugate,No Impact,Cuts,512385,1526
02/03/2019,Jazzy,Clay,Packaging,Raw Materials,Rejected,No Sealing,793092,831
13/09/2019,Skalith,Savannah,Logistics,Batteries,Impact,Foreign objects found,66943,1655
11/05/2019,Trilith,Westside,Goods & Services,Corrugate,No Impact,Incorrect Material,761966,1389
21/03/2018,Rhybox,Prescott,Logistics,Film,Rejected,Print Impression,292709,4611
09/03/2019,Skyba,June Lake,Logistics,Batteries,Rejected,Warped,153769,3428
19/04/2019,Ntag,Jordan Valley,Packaging,Carton,No Impact,Mixed Product,291036,3403
27/04/2019,Digitube,Climax,Materials & Components,Raw Materials,No Impact,Foreign Material,946566,4014
21/02/2019,Meejo,Riverside,Logistics,Corrugate,Impact,Wrong Horizontal Scores,602906,1650
13/05/2019,Avamba,Charlevoix,Mechanicals,Film,Rejected,Split Seams,551017,2057
20/12/2018,Tambee,Prescott,Materials & Components,Raw Materials,No Impact,Out of Spec,886098,1844
16/10/2019,Chatterpoint,Garwood,Materials & Components,Glass,No Impact,Packaging Damaged,141682,2202
03/03/2019,Minyx,Chatham,Mechanicals,Corrugate,No Impact,Incorrect Material,974170,4590
10/09/2019,Tambee,Charlevoix,Materials & Components,Raw Materials,No Impact,Not Certified,435686,2945
03/03/2019,Twitterworks,Garwood,Mechanicals,Motors,No Impact,Not Certified,635705,3365
18/02/2018,Skajo,Weaverville,Goods & Services,Raw Materials,Impact,Foreign Material,458726,103
23/04/2018,Dabvine,Twin Rocks,Logistics,Corrugate,Impact,Weak Walls,852329,3232
17/06/2019,Brightdog,Charlevoix,Logistics,Controllers,Impact,Warped,76642,2227
17/09/2019,Fanoodle,Chatham,Logistics,Batteries,Rejected,Print Problems,461707,4373
05/10/2019,Yambee,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Not Certified,527211,2790
29/06/2018,Yabox,Westside,Goods & Services,Raw Materials,Impact,Wrong Shade of Color,285439,4372
15/03/2019,Skaboo,June Lake,Packaging,Electrolytes,Rejected,Color Deviation,128114,1449
27/09/2019,Twitternation,Charlevoix,Logistics,Batteries,Rejected,Tubs Stuck,907998,1644
12/11/2019,Yata,Barling,Goods & Services,Raw Materials,No Impact,Not Certified,86100,2514
12/04/2018,Talane,Florence,Goods & Services,Corrugate,Impact,Bad Seams,593320,521
14/05/2019,Skimia,June Lake,Mechanicals,Raw Materials,No Impact,Damaged in Transit,22052,4890
29/04/2019,Skipfire,Florence,Packaging,Hardware,No Impact,Scratch,80089,1653
08/02/2018,Gabspot,Chesaning,Mechanicals,Raw Materials,No Impact,Inclomplete,681910,2472
04/03/2019,Kwideo,Chatham,Packaging,Molds,Rejected,Spring damanged,614876,401
14/12/2019,Geba,Savannah,Logistics,Film,Rejected,Wrong Ink,271739,4817
25/01/2018,Layo,Reading,Mechanicals,Controllers,No Impact,No Disk,296396,3250
02/01/2019,Oyoyo,Bloomingdale,Mechanicals,Raw Materials,No Impact,Misc,604890,4766
27/02/2019,Feedbug,Charlevoix,Materials & Components,Glass,No Impact,Bad Distribution,142720,3114
25/04/2019,Edgeify,Chatham,Logistics,Corrugate,Rejected,Warping,206320,903
06/09/2019,Babbleblab,Charles City,Materials & Components,Raw Materials,Rejected,Incorrect Material,234549,4184
30/08/2019,Rhynyx,Chatham,Mechanicals,Raw Materials,No Impact,Dirty Containers,898638,4040
12/11/2019,Aivee,Chesaning,Logistics,Corrugate,Impact,Errors in Packaging,105640,684
18/11/2019,Youspan,Cottonwood,Mechanicals,Raw Materials,No Impact,Moisture Damage,802558,3891
19/11/2019,Jaloo,Clay,Logistics,Carton,Rejected,Misc,918104,414
27/02/2019,Twitterlist,Clay,Materials & Components,Raw Materials,No Impact,Missing Codes,490677,3125
01/03/2019,Tazzy,New Britain,Packaging,Hardware,Impact,Misc,16035,4325
09/06/2018,Trudoo,Garwood,Mechanicals,Carton,Impact,Water Damage,593301,434
07/07/2019,Voonyx,Charles City,Logistics,Electrolytes,No Impact,Mixed Parts,515230,1426
15/06/2019,Flipopia,Reading,Packaging,Molds,Rejected,Other,893899,908
19/05/2019,Quaxo,Chatham,Logistics,Corrugate,Rejected,Corrugate Falling Apart,686919,3252
01/04/2019,Oyope,Weaverville,Packaging,Labels,Rejected,Misc,188238,4868
14/04/2019,Pixoboo,Clay,Packaging,Corrugate,Impact,Bad Seams,448956,334
20/11/2018,Shufflebeat,New Britain,Goods & Services,Corrugate,Impact,False scores,988335,963
15/09/2019,Quimm,Reading,Mechanicals,Raw Materials,Impact,Out of Support,959121,1895
18/10/2018,Topicblab,Bloomingdale,Mechanicals,Raw Materials,Rejected,Damaged in Transit,40716,3318
24/03/2019,Devpulse,Weaverville,Goods & Services,Corrugate,No Impact,Folding - Wrong Crease,323819,590
10/06/2019,Demimbu,Frazer,Logistics,Batteries,Rejected,Print Problems,649596,2087
08/10/2019,Thoughtbeat,Middletown,Mechanicals,Raw Materials,No Impact,Not Certified,482996,1888
28/09/2019,Kare,Ripton,Goods & Services,Raw Materials,No Impact,Not Certified,726667,2800
10/09/2019,DabZ,Clay,Packaging,Raw Materials,No Impact,Wrong Labeling,895974,2829
04/03/2019,Fadeo,Twin Rocks,Logistics,Batteries,Rejected,Warped,187276,1108
29/06/2019,Innotype,Garwood,Packaging,Corrugate,Rejected,Print defects,981923,1192
06/10/2019,Riffwire,Garwood,Logistics,Corrugate,Rejected,Poor Pairing,216100,1167
08/01/2018,Layo,June Lake,Logistics,Corrugate,Impact,Bad Seams,40340,2076
21/02/2018,Yombu,Henning,Mechanicals,Controllers,Rejected,Wrong Tails,917025,2085
14/04/2019,Skidoo,Charles City,Logistics,Corrugate,Impact,Bad Seams,346453,2924
14/04/2019,Demivee,Ripton,Packaging,Corrugate,Impact,Misc,155053,1640
12/10/2019,Snaptags,Waldoboro,Logistics,Corrugate,Impact,No Bar Code,487167,2302
07/04/2019,Tavu,Florence,Mechanicals,Film,Rejected,Loose Core,373589,480
06/02/2019,Quire,Climax,Mechanicals,Raw Materials,No Impact,Foreign Material,294679,2518
01/06/2018,Meembee,Clay,Materials & Components,Glass,No Impact,Broken Glass,962514,555
02/08/2019,Devpulse,Ripton,Packaging,Raw Materials,No Impact,Misc,659651,96
03/08/2018,Kanoodle,Twin Rocks,Logistics,Corrugate,Impact,Bad Seams,78308,4815
18/11/2018,Jamia,Weaverville,Mechanicals,Raw Materials,No Impact,Inclomplete,104219,2173
10/10/2018,Eare,Clarksville,Logistics,Raw Materials,No Impact,Foreign Material,544506,895
02/03/2018,Trudoo,De Ruyter,Mechanicals,Corrugate,Impact,Print defects,913995,2632
22/10/2019,Babbleset,Chatham,Materials & Components,Corrugate,No Impact,Delamination,325289,1737
07/02/2018,Thoughtbeat,Florence,Logistics,Corrugate,No Impact,Bad Seams,129840,1387
01/10/2019,Mybuzz,Charles City,Logistics,Labels,Impact,Mixed Product,715233,1377
25/12/2019,Yakitri,Charlevoix,Logistics,Corrugate,No Impact,Poor Pairing,738641,4921
30/11/2019,Tagopia,Climax,Packaging,Corrugate,No Impact,Gap Variation,687989,3010
12/10/2019,Photospace,Jordan Valley,Logistics,Batteries,Impact,Tubs Stuck,54542,4855
20/11/2018,Katz,Charles City,Packaging,Corrugate,Impact,Delamination,693520,470
07/10/2019,DabZ,Barling,Logistics,Film,Rejected,Creases / Wrinkles,587020,1892
09/03/2019,Zoozzy,Clarksville,Logistics,Drives,Impact,Soft Parts,373984,2274
10/10/2018,Meetz,Frazer,Mechanicals,Carton,No Impact,Bad Fasteners,887717,761
20/10/2019,Digitube,Climax,Logistics,Corrugate,Impact,Too Stiff,964772,3459
13/10/2019,Vinte,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Bad Parameters,817773,3516
24/09/2019,Izio,De Ruyter,Logistics,Raw Materials,No Impact,Not Certified,711833,710
09/06/2018,Feednation,Bruce Crossing,Mechanicals,Labels,Rejected,Split Seams,690078,1567
23/09/2018,Jabberbean,Frazer,Materials & Components,Corrugate,Rejected,Print defects,554095,2057
04/03/2018,Dabshots,Middletown,Materials & Components,Raw Materials,Rejected,Out of Spec,247999,4124
11/04/2018,Eimbee,Charles City,Packaging,Electrolytes,Impact,Split hinges,598085,3202
21/12/2019,Devpoint,Frazer,Mechanicals,Raw Materials,No Impact,Not Certified,156906,2904
20/10/2019,Topicshots,Ripton,Mechanicals,Raw Materials,No Impact,Bad Parameters,571736,4479
24/05/2019,Quamba,Charles City,Mechanicals,Film,Rejected,Split Seams,395345,3253
18/12/2019,Chatterbridge,Weaverville,Packaging,Labels,Impact,Excessive Glue,87159,1846
14/09/2018,Trilith,Bloomingdale,Logistics,Corrugate,Impact,Bad Seams,138276,4937
09/04/2018,Tanoodle,Frazer,Logistics,Carton,Impact,Misc,585337,1362
18/03/2018,Shuffledrive,Charlevoix,Packaging,Raw Materials,No Impact,Incorrect Labeling,402974,1490
14/07/2019,Oyoba,De Ruyter,Packaging,Film,Rejected,Expired,708688,2664
12/11/2018,Realblab,Garwood,Goods & Services,Labels,Impact,Print Impression,397198,1136
17/03/2019,Voolia,Florence,Packaging,Carton,Rejected,Printing Defects,495963,3672
15/12/2019,Browsetype,Middletown,Materials & Components,Labels,No Impact,Bad Labels,855574,4851
13/04/2019,Demivee,Garwood,Mechanicals,Raw Materials,Rejected,Damaged in Transit,183616,373
11/02/2019,Snaptags,Charlevoix,Logistics,Corrugate,Impact,Bad Seams,45601,1072
09/06/2019,Roomm,Hingham,Packaging,Labels,No Impact,Misc,808457,2113
14/09/2019,Leexo,Cottonwood,Goods & Services,Raw Materials,Rejected,Out of Spec,793545,171
01/05/2018,Trilia,Prescott,Mechanicals,Composites,Rejected,Print Problems,239868,3634
07/03/2018,Leexo,Climax,Mechanicals,Carton,Rejected,Bowed/Warped,531132,1318
21/08/2018,Quatz,Cottonwood,Mechanicals,Labels,Rejected,Wrong Core,532993,1786
21/01/2019,Kanoodle,De Ruyter,Mechanicals,Raw Materials,No Impact,Missing Codes,529085,387
13/11/2018,Jazzy,Charlevoix,Packaging,Labels,Rejected,Wrong Ink,832466,2043
20/03/2018,Gigabox,June Lake,Packaging,Carton,Impact,Carton Delamination,368718,2064
14/04/2019,Skyble,Charles City,Packaging,Labels,Rejected,Wrong Shade of Color,193190,4149
19/06/2019,Yadel,Jordan Valley,Logistics,Corrugate,Impact,Wrong Fasteners,415433,2714
10/10/2018,Latz,Barling,Materials & Components,Labels,No Impact,Wrong Label,771996,2404
25/03/2018,Snaptags,Henning,Packaging,Molds,Rejected,Wrong Labeling,496234,3832
29/10/2018,Vitz,Garwood,Goods & Services,Carton,Impact,Bad Seams,21228,150
01/03/2019,Oyondu,Cottonwood,Mechanicals,Raw Materials,No Impact,Out of Spec,238890,4376
03/06/2018,Youtags,Florence,Materials & Components,Glass,No Impact,Bad Bearings,963307,3290
17/01/2019,Yakijo,Charlevoix,Mechanicals,Labels,Rejected,Misc,348004,979
10/08/2019,Bubblemix,June Lake,Electrical,Packaging,Rejected,String Defects,206335,697
19/12/2018,Buzzshare,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Integrity Failure,315185,3783
12/06/2018,Avamba,Bloomingdale,Logistics,Controllers,Impact,Warped,392706,508
19/05/2019,Roombo,Charlevoix,Logistics,Corrugate,Impact,Too Stiff,100630,2946
03/07/2019,Blogtags,Cottonwood,Packaging,Raw Materials,Rejected,No Sealing,223337,3411
17/09/2019,Jaxworks,Ripton,Mechanicals,Raw Materials,No Impact,Dimensions Wrong,208299,3811
18/02/2019,Livefish,Charlevoix,Mechanicals,Labels,Rejected,Misc,105650,1597
08/11/2018,Riffwire,Clay,Packaging,Labels,Rejected,Wrong Ink,735820,600
01/05/2018,Ainyx,Prescott,Materials & Components,Glass,No Impact,Bad Bearings,1782,1612
10/08/2019,Zoomdog,Prescott,Electrical,Packaging,Rejected,Does Not Run,259990,3181
25/12/2018,Brightdog,Charlevoix,Packaging,Labels,Impact,Print Impression,10146,2315
26/09/2018,Plajo,Jordan Valley,Logistics,Controllers,No Impact,Warped,476398,4972
15/03/2019,Quinu,Bruce Crossing,Materials & Components,Labels,No Impact,Wrong Label,625493,4838
23/11/2019,Oyondu,Clay,Mechanicals,Raw Materials,No Impact,Not Certified,142530,639
09/10/2018,Photojam,Chatham,Goods & Services,Raw Materials,No Impact,Foreign Material,445125,3919
12/03/2018,Yotz,Charles City,Mechanicals,Raw Materials,No Impact,Out of Spec,317429,2731
20/03/2018,Cogibox,Climax,Goods & Services,Corrugate,Impact,False scores,24236,785
24/09/2019,Vimbo,Weaverville,Mechanicals,Film,Rejected,Loose Core,434098,4884
08/06/2018,Edgeblab,New Britain,Logistics,Electrolytes,No Impact,Damaged Secondary Packaging,803805,4093
23/11/2019,Babbleset,Riverside,Materials & Components,Electrolytes,No Impact,Dents,649011,1127
20/11/2018,Quamba,Middletown,Mechanicals,Labels,Rejected,Split Seams,889223,960
03/12/2018,Realpoint,Bloomingdale,Logistics,Controllers,No Impact,Print Problems,925943,943
07/01/2018,Divape,Clarksville,Mechanicals,Raw Materials,Impact,Damaged Secondary Packaging,335627,943
01/10/2019,Devshare,Florence,Mechanicals,Raw Materials,No Impact,Not Certified,638150,3329
04/06/2019,Oyoba,Henning,Goods & Services,Film,Rejected,Misc,259788,1672
19/09/2018,Blogtags,Jordan Valley,Mechanicals,Raw Materials,No Impact,Incorrect Labeling,385490,2425
08/06/2019,Trilith,Waldoboro,Mechanicals,Motors,No Impact,Out of Specification,948576,3916
03/08/2019,Vinder,New Britain,Materials & Components,Electrolytes,No Impact,Wrong Shade of Color,228032,4955
20/05/2018,Gigashots,Weaverville,Packaging,Corrugate,Rejected,Gap Variation,913787,3921
19/08/2019,Wikibox,Garwood,Materials & Components,Glass,No Impact,Packaging Damaged,315414,3556
25/11/2019,Yamia,Barling,Logistics,Corrugate,Impact,Wrong Fasteners,654690,1343
07/01/2018,Skynoodle,Westside,Goods & Services,Film,Impact,Print Impression,374673,3084
01/06/2018,Devbug,Weaverville,Materials & Components,Corrugate,Impact,Warping,546875,3456
16/09/2019,Yombu,Prescott,Logistics,Corrugate,Impact,Poor Pairing,309027,4212
14/09/2018,Npath,Frazer,Logistics,Controllers,No Impact,Warped,301073,2569
30/08/2019,Thoughtstorm,New Britain,Logistics,Molds,Impact,Other,70636,3174
09/07/2019,Wordware,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Out of Support,978304,2548
22/10/2018,Divavu,Twin Rocks,Goods & Services,Film,Impact,Creases / Wrinkles,515926,2555
18/08/2018,Skiptube,Chesaning,Goods & Services,Corrugate,Impact,Shallow Slots,918268,3797
21/01/2018,Zoomlounge,Weaverville,Mechanicals,Raw Materials,Rejected,Matts,493805,3399
20/10/2019,Twitterwire,Frazer,Logistics,Controllers,Rejected,Loose Fit,903452,2866
10/07/2018,Twimbo,Charlevoix,Materials & Components,Corrugate,Impact,Wrong  Size,307096,407
03/06/2019,Flipstorm,Climax,Materials & Components,Labels,No Impact,Mishandled,57751,1472
11/08/2018,Riffwire,Frazer,Logistics,Raw Materials,No Impact,Incorrect Labeling,991533,4302
01/02/2018,Yadel,De Ruyter,Mechanicals,Carton,Rejected,Bad Carton Packaging,567480,4930
12/03/2018,Yata,New Britain,Materials & Components,Raw Materials,No Impact,Incorrect Labeling,554177,4217
19/12/2018,Chatterbridge,Bloomingdale,Materials & Components,Raw Materials,No Impact,Incorrect Labeling,576569,4649
